Topic,Titles,Question,OptionA,OptionB,OptionC,OptionD,Answer
Waste Water Engineering,High Rate Filtration,What is the life of the media used?,2 years,5 years,8 years,10 years,10 years
Waste Water Engineering,High Rate Filtration,What is the percentage of wash water?,>5%,>3%,>2%,<2%,<2%
Waste Water Engineering,High Rate Filtration,Which of these does high rate filters not remove?,Phosphorous,Suspended Solids,Colloidal Solids,Organic matter(particulate),Organic matter(particulate)
Waste Water Engineering,High Rate Filtration,Which of these has been used as a medium for high rate filtration?,Polyvaniladene,Polypropylene,Polyacetylene,Polyvinyl,Polyvaniladene
Waste Water Engineering,High Rate Filtration,What is the porosity of these synthetic media?,90-92%,92-94%,88-90%,94-96%,88-90%
Waste Water Engineering,High Rate Filtration,While designing a high rate filter what would be the velocity assumed?,12m/h,18 m/h,7 m/h,5 m/h,5 m/h
Waste Water Engineering,High Rate Filtration,For a high rate filter calculate the diameter of the filter required for a flow of water of 200 m3/h.,7.2m,8.4  m,14 m,13 m,7.2m
Waste Water Engineering,High Rate Filtration,What is the bed depth of the sand considered in such rapid filters?,500 mm,200- 400 mm,600-760 mm,900- 1000 mm,600-760 mm
Waste Water Engineering,Sewer Appurtenances,What are the structures that are constructed at suitable intervals along the sewerage system called?,Manholes,Catch basins,Pumps,Sewer appurtenances,Sewer appurtenances
Waste Water Engineering,Sewer Appurtenances,"A masonry or R.C.C. chamber constructed at suitable intervals along the sewer lines, for providing access into them is called _________",Inverted siphons,Manhole,Flushing tanks,Clean-outs,Manhole
Waste Water Engineering,Sewer Appurtenances,What is the spacing of manholes for pipe diameter of greater than 2 m?,90-150 m,150-200 m,300 m,45-90 m,300 m
Waste Water Engineering,Sewer Appurtenances,What are the manholes having a depth greater than 1.5 m called?,Normal manholes,Deep manholes,Shallow manholes,Straight manholes,Deep manholes
Waste Water Engineering,Sewer Appurtenances,"What is a sewer that runs full under gravity, flow at a pressure above the atmosphere in the sewer called?",Flushing manhole,Inverted siphon,Siphon,Curb inlet,Inverted siphon
Waste Water Engineering,Sewer Appurtenances,What is the facility provided to stop the entry of heavy debris present in the storm water into the sewers called?,Curb inlet,Gutter inlet,Catch basin,Clean-outs,Catch basin
Waste Water Engineering,Sewer Appurtenances,Lamp hole is an opening or hole constructed in a sewer for purpose of lowering a lamp inside it.,True,False,Null,Null,True
Waste Water Engineering,Sewer Appurtenances,The lamp hole cannot be used for the flushing of sewers.,True,False,Null,Null,False
Waste Water Engineering,Sewer Appurtenances,What is the arrangement for diverting excess sewage from the combined sewer called?,Siphon spillway,Siphon gateway,Leaping weir,Intercepting sewer,Siphon spillway
Waste Water Engineering,Sewer Appurtenances,What are the internal dimensions for a sewer of depth less than 0.9 m?,1.5 m,1.8 m,0.9*0.8 m,1.2 m,0.9*0.8 m
Waste Water Engineering,Diffused and Mechanical Aeration Systems,Aeration consumes less energy in activated sludge process compared to other processes.,True,False,Null,Null,False
Waste Water Engineering,Diffused and Mechanical Aeration Systems,What does OTR stand for?,Oxygen transfer rate in standard conditions,Oxygen transfer rate in clean water,Oxygen transfer efficiency in clean water,Oxygen transfer efficiency in standard conditions in the clean water,Oxygen transfer rate in clean water
Waste Water Engineering,Diffused and Mechanical Aeration Systems,Which of the following is not a standard condition for aeration?,40˚C,1 atm,Zero salinity,Zero DO,40˚C
Waste Water Engineering,Diffused and Mechanical Aeration Systems,What is the symbol used to define the ratio of the process to clean water mass transfer?,Alpha,Beta,Gamma,Sigma,Alpha
Waste Water Engineering,Diffused and Mechanical Aeration Systems,_________ is the actual mass of oxygen transferred per unit time.,OTR,SOTR,OTE,SOTE,OTR
Waste Water Engineering,Diffused and Mechanical Aeration Systems,High solubility of CO2 ______ pH.,Maintains,Reduces,Increases,Nullifies,Reduces
Waste Water Engineering,Diffused and Mechanical Aeration Systems,What is the range of pH above which aeration is required?,2 mg/L,5 mg/L,8 mg/L,10 mg/L,10 mg/L
Waste Water Engineering,Diffused and Mechanical Aeration Systems,H2S is highly soluble in water.,Tue,False,Null,Null,Tue
Waste Water Engineering,Diffused and Mechanical Aeration Systems,Which of the following is not used for iron removal?,Oxidation,Reduction,Gasification,Absorption,Reduction
Waste Water Engineering,Diffused and Mechanical Aeration Systems,How many types of aerators are present?,2,3,4,5,4
Waste Water Engineering,Diffused and Mechanical Aeration Systems,What is the value for Ɵ for mechanical and diffused aeration for the following equation. KLA(T) = KLA(20  Degree Celsius)ƟT-20 ,1.015,1.1,1.024,1.04,1.024
Waste Water Engineering,Diffused and Mechanical Aeration Systems,What is the value for α for diffused aeration for the following equation. α= KLA(wastewater) /KLA(Tap water) ,0.4-0.8,0.2-0.3,0.8-1,>1,0.4-0.8
Waste Water Engineering,Diffused and Mechanical Aeration Systems,What is the value for α for mechanical aeration aeration for the following equation. α= KLA(wastewater) /KLA(Tap water) ,0.6-1.2,0.2-0.3,0.3-0.5,>1.2,0.6-1.2
Waste Water Engineering,Diffused and Mechanical Aeration Systems,Calculate the theoretical oxygen requirement for the following details. Flow: 200 m3/h BOD load: 800 mg/L ,45.5 Kg/h of O2/hr,23.05 Kg/h of O2/hr,25.05 Kg/h of O2/hr,50.5 Kg/h of O2/hr,23.05 Kg/h of O2/hr
Waste Water Engineering,Diffused and Mechanical Aeration Systems,Calculate the amount of air required for the following details. Flow: 300 m3/h BOD load: 800 mg/L ,550 m3/hr,518 m3/hr,700m3/hr,618 m3/hr,700m3/hr
Waste Water Engineering,Diffused and Mechanical Aeration Systems,Calculate the number of diffusers for the following. Blower Flow rate: 535 m3/hr Coarse diffusers are used. ,54,60,65,70,54
Waste Water Engineering,Diffused and Mechanical Aeration Systems,Calculate the number of fine diffusers required for the following data. Flow: 300 m3/h BOD load: 1000 mg/L ,150,146,170,186,146
Waste Water Engineering,Diffused and Mechanical Aeration Systems,Calculate the amount of air required for the equalization tank with the following details Flow: 500 m3/h BOD load: 800 mg/L ,950 m3/hr,800 m3/hr,2000 m3/hr,785 m3/hr,2000 m3/hr
Waste Water Engineering,Flocculant Settling,A process of contact and adhesion whereby the particles of a dispersion form larger-size clusters is called ________,Coagulation,Flocculation,Suspension,Sedimentation,Flocculation
Waste Water Engineering,Flocculant Settling,What is the other name for deflocculation?,Flocculation,Peptisation,Coagulation,Dewatering,Peptisation
Waste Water Engineering,Flocculant Settling,How many types of solids are present in water?,2,4,6,8,2
Waste Water Engineering,Flocculant Settling,What is the movement of solids in water called?,Motion,Brownian motion,Horizontal motion,Viscous motion,Brownian motion
Waste Water Engineering,Flocculant Settling,The clustered particles formed in the presence of a flocculant are called ______,Colloid,Flocs,Ion,Polymer,Flocs
Waste Water Engineering,Flocculant Settling,What is the chemical formula of aluminium sulphate?,Al2(SO4)3,Al(SO4)3,Al2(SO4),Al(SO4),Al2(SO4)3
Waste Water Engineering,Flocculant Settling,1 micrometer = _______,10-2 m,10-3 m,10-6 m,10-9 m,10-6 m
Waste Water Engineering,Flocculant Settling,What is the test used to select the type of coagulant required/,Bar test,Jar  test,Stock test,Coagulant test,Jar  test
Waste Water Engineering,Flocculant Settling,What is the ratio of Alum/Phosphate while adding alum to a waste water in order to remove the phosphates present?,1.4 : 2.5,1 : 2,3:5,5:7,1.4 : 2.5
Waste Water Engineering,Flocculant Settling,At what pH is the solubility of AlPO4 minimum?,8,6.3,9.5,10,6.3
Waste Water Engineering,Flocculant Settling,At what pH is the solubility of FePO4 minimum?,3,5.3,4.3,6.3,5.3
Waste Water Engineering,Flocculant Settling,Addition of which of these result in lowering the BOD level?,Lime,Polymer,Aluminum salts,Ferrous salts,Polymer
Waste Water Engineering,Flocculant Settling,What is the ideal mixing time required for polymers?,60 secs,120 secs,10-30 secs,30-60 secs,10-30 secs
Waste Water Engineering,Flocculant Settling,What is the detention time assumed while designing a flocculator?,10 mins,20 mins,45 mins,60 mins,20 mins
Waste Water Engineering,Flocculant Settling,Calculate the volume of  flocculator for the following data: Flow rate: 2200m3/hr ,733 m3,855 m3,933 m3,785 m3,733 m3
Waste Water Engineering,Flocculant Settling,What is ratio of Polymer/Phosphate while adding polymer to a waste water in order to remove the phosphates present?,1:3,1 : 2,3:5,5:7,1:3
Waste Water Engineering,Flocculant Settling,Calculate the volume of  flocculator for the following data: Flow rate: 500m3/hr ,355 m3,155 m3,167 m3,285 m3,167 m3
Waste Water Engineering,Flocculant Settling,What is the detention time assumed while deigning a flash mixer?,2 mins,10 mins,>10 mins,1min,1min
Waste Water Engineering,Flocculant Settling,Determine the size of a flash mixer for the following data. Round off to the nearest digit. Flow rate: 2200 m3/hr ,37 m3,73 m3,367 m3,183 m3,37 m3
Waste Water Engineering,Tube Settlers,Tube settlers are used to increase the settling capacity of ______,Flocculation unit,Clarifier,Sand filter bed,Flash mixing unit,Clarifier
Waste Water Engineering,Tube Settlers,A floc particle must settle after agglomerating to form larger particles.,True,False,Null,Null,False
Waste Water Engineering,Tube Settlers,What is the angle of slope in tube settlers?,30˚,60˚,90˚,180˚,60˚
Waste Water Engineering,Tube Settlers,The fine flocs escape and cannot b captured by tube settlers.,True,False,Null,Null,False
Waste Water Engineering,Tube Settlers,The settling depth provided by tube settlers is _________ than the actual settling depth.,Less,Greater,Equal,Nearer,Less
Waste Water Engineering,Tube Settlers,What is the angle at which a tube settler is usually inclined at?,45-60 degree,45 degree,60 degree,>60 degree,45-60 degree
Waste Water Engineering,Tube Settlers,What would happen if the tube settler is inclined greater than 60 degree?,The efficiency will increase,The efficiency will decrease,Colour will be removed,Odour will be removed,The efficiency will decrease
Waste Water Engineering,Tube Settlers,What would happen if the tube settler is inclined at an angle lesser than 45 degree?,Solids will accumulate in the plates,Efficiency increases,It becomes 100 percent efficient,You don’t require a flocculator prior to it,Solids will accumulate in the plates
Waste Water Engineering,Tube Settlers,What is the nominal spacing between the plates?,1 inch,2 inch,3 inch,4 inch,2 inch
Waste Water Engineering,Tube Settlers,Tube settlers are operated in which mode?,Concurrent,Countercurrent,Cross flow,Hindered settling,Countercurrent
Waste Water Engineering,Tube Settlers,What is the mathematical representation when many plates are used?,V=Q/Nwb,V= Q x Nwb,V= Q/Nw,V=Q x Nw,V=Q/Nwb
Waste Water Engineering,Tube Settlers,Which of these represent the settling velocity of tubesettlers?,11-15 m2/mm3,20-25 m2/mm2,40-45 m2/mm2,30-35 m2/mm2,11-15 m2/mm3
Waste Water Engineering,Tube Settlers,Calculate the area of the tube settlers for the given data: Flow: 1500 mm3/h Surface loading rate: 7 m2/m3/h ,215 m2,300 m2,400 m2,500 m2,215 m2
Waste Water Engineering,Advanced Oxidation Process – Ozonators,How many oxygen atoms are present in the ozone?,1,2,3,4,3
Waste Water Engineering,Advanced Oxidation Process – Ozonators,Ozone is one of the powerful oxidants.,True,False,Null,Null,True
Waste Water Engineering,Advanced Oxidation Process – Ozonators,_______ is produced by subjecting oxygen to high electric voltage.,Carbon-monoxide,Carbon-dioxide,Pure oxygen,Ozone,Ozone
Waste Water Engineering,Advanced Oxidation Process – Ozonators,Which of the following can be inactivated using ozone?,Algae,Fungi,Protozoa,All microbes,Protozoa
Waste Water Engineering,Advanced Oxidation Process – Ozonators,Ozone is an unstable gas.,True,False,Null,Null,True
Waste Water Engineering,Advanced Oxidation Process – Ozonators,Which of these is not an advantage of Ozonation?,Reaction with bacteria,Organics degradation,Equipment costs,Chemicals,Equipment costs
Waste Water Engineering,Advanced Oxidation Process – Ozonators,Which of the following is not a disadvantage of Ozonation?,Chemicals,Costs,Energy,Fire hazard,Chemicals
Waste Water Engineering,Advanced Oxidation Process – Ozonators,Which of the following is not removed by Ozonation?,Iron,Manganese,Magnesium,Bacteria,Magnesium
Waste Water Engineering,Advanced Oxidation Process – Ozonators,What is the maximum time required for ozone degradation?,15 minutes,30 minutes,45 minutes,60 minutes,30 minutes
